subject_ID,p_duration,p_country,p_languages,p_age,p_gender,p_race,p_parent,p_inj_experienced,condition,rating,injury,character,race,age,gender,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,skinned knees,rachel,w,a,f,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,1,bruised leg,sydney,w,c,f,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,2,bee sting,david,w,a,m,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,splinter,kyle,w,c,m,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,paper cut,marissa,b,a,f,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,7,broken arm,jessica,b,c,f,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,soup,chris,b,a,m,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,2,stomach ache,tyler,b,c,m,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,skinned knees,dominic,b,c,m,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,1,bruised leg,jacob,b,a,m,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,bee sting,kendall,b,c,f,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,1,splinter,sarah,b,a,f,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,paper cut,wyatt,w,c,m,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,7,broken arm,robert,w,a,m,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,soup,tara,w,c,f,,,,,,,,,
26c,756,Poland,Polish,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,2,stomach ache,charlotte,w,a,f,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,bee sting,rachel,w,a,f,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,stomach ache,sydney,w,c,f,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,7,broken arm,david,w,a,m,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,skinned knees,kyle,w,c,m,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,splinter,marissa,b,a,f,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,soup,jessica,b,c,f,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,bruised leg,chris,b,a,m,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,paper cut,tyler,b,c,m,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,6,bee sting,dominic,b,c,m,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,stomach ache,jacob,b,a,m,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,7,broken arm,kendall,b,c,f,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,skinned knees,sarah,b,a,f,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,splinter,wyatt,w,c,m,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,soup,robert,w,a,m,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,bruised leg,tara,w,c,f,,,,,,,,,
1d,400,South Africa,"Isizulu, setswana",22,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,paper cut,charlotte,w,a,f,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,0,bee sting,rachel,w,a,f,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,6,stomach ache,sydney,w,c,f,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,broken arm,david,w,a,m,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,skinned knees,kyle,w,c,m,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,0,splinter,marissa,b,a,f,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,soup,jessica,b,c,f,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,0,bruised leg,chris,b,a,m,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,paper cut,tyler,b,c,m,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,0,bee sting,dominic,b,c,m,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,stomach ache,jacob,b,a,m,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,7,broken arm,kendall,b,c,f,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,skinned knees,sarah,b,a,f,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,splinter,wyatt,w,c,m,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,soup,robert,w,a,m,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,bruised leg,tara,w,c,f,,,,,,,,,
2d,411,Italy,No,25,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,paper cut,charlotte,w,a,f,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,7,bee sting,rachel,w,a,f,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,7,stomach ache,sydney,w,c,f,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,7,broken arm,david,w,a,m,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,6,skinned knees,kyle,w,c,m,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,5,splinter,marissa,b,a,f,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,7,soup,jessica,b,c,f,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,4,bruised leg,chris,b,a,m,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,7,paper cut,tyler,b,c,m,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,7,bee sting,dominic,b,c,m,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,7,stomach ache,jacob,b,a,m,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,7,broken arm,kendall,b,c,f,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,6,skinned knees,sarah,b,a,f,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,7,splinter,wyatt,w,c,m,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,6,soup,robert,w,a,m,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,6,bruised leg,tara,w,c,f,,,,,,,,,
3d,424,Aouth Africa ,Shona,38,male,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,broken arm,burned tongue,splinter,bruised leg,bee sting",4,4,paper cut,charlotte,w,a,f,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,bee sting,rachel,w,a,f,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,stomach ache,sydney,w,c,f,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,broken arm,david,w,a,m,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,skinned knees,kyle,w,c,m,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,splinter,marissa,b,a,f,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,soup,jessica,b,c,f,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,bruised leg,chris,b,a,m,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,paper cut,tyler,b,c,m,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,bee sting,dominic,b,c,m,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,stomach ache,jacob,b,a,m,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,6,broken arm,kendall,b,c,f,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,skinned knees,sarah,b,a,f,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,splinter,wyatt,w,c,m,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,soup,robert,w,a,m,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,bruised leg,tara,w,c,f,,,,,,,,,
4d,433,Hungary,Hungarian,20,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,paper cut,charlotte,w,a,f,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,4,bee sting,rachel,w,a,f,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,3,stomach ache,sydney,w,c,f,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,5,broken arm,david,w,a,m,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,2,skinned knees,kyle,w,c,m,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,1,splinter,marissa,b,a,f,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,1,soup,jessica,b,c,f,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,1,bruised leg,chris,b,a,m,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,3,paper cut,tyler,b,c,m,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,4,bee sting,dominic,b,c,m,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,2,stomach ache,jacob,b,a,m,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,5,broken arm,kendall,b,c,f,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,1,skinned knees,sarah,b,a,f,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,2,splinter,wyatt,w,c,m,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,1,soup,robert,w,a,m,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,2,bruised leg,tara,w,c,f,,,,,,,,,
5d,458,Canada,Mandarine,22,male,asian,no,"stomach ache,skinned knees,paper cut,broken arm,burned tongue,bruised leg",4,1,paper cut,charlotte,w,a,f,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,3,bee sting,rachel,w,a,f,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,4,stomach ache,sydney,w,c,f,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,6,broken arm,david,w,a,m,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,5,skinned knees,kyle,w,c,m,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,4,splinter,marissa,b,a,f,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,2,soup,jessica,b,c,f,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,3,bruised leg,chris,b,a,m,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,5,paper cut,tyler,b,c,m,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,3,bee sting,dominic,b,c,m,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,5,stomach ache,jacob,b,a,m,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,6,broken arm,kendall,b,c,f,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,4,skinned knees,sarah,b,a,f,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,4,splinter,wyatt,w,c,m,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,2,soup,robert,w,a,m,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,4,bruised leg,tara,w,c,f,,,,,,,,,
6d,411,México,Spanish,21,male,hispanic_latino,no,"stomach ache,paper cut,burned tongue,bee sting",4,3,paper cut,charlotte,w,a,f,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,bee sting,rachel,w,a,f,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,stomach ache,sydney,w,c,f,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,6,broken arm,david,w,a,m,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,skinned knees,kyle,w,c,m,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,0,splinter,marissa,b,a,f,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,soup,jessica,b,c,f,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,bruised leg,chris,b,a,m,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,paper cut,tyler,b,c,m,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,bee sting,dominic,b,c,m,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,stomach ache,jacob,b,a,m,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,7,broken arm,kendall,b,c,f,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,skinned knees,sarah,b,a,f,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,splinter,wyatt,w,c,m,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,0,soup,robert,w,a,m,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,bruised leg,tara,w,c,f,,,,,,,,,
7d,455,South Africa ,Isizulu,25,female,black_africanamerican,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,4,paper cut,charlotte,w,a,f,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,bee sting,rachel,w,a,f,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,stomach ache,sydney,w,c,f,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,broken arm,david,w,a,m,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,skinned knees,kyle,w,c,m,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,splinter,marissa,b,a,f,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,soup,jessica,b,c,f,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,bruised leg,chris,b,a,m,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,paper cut,tyler,b,c,m,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,bee sting,dominic,b,c,m,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,3,stomach ache,jacob,b,a,m,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,5,broken arm,kendall,b,c,f,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,skinned knees,sarah,b,a,f,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,splinter,wyatt,w,c,m,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,soup,robert,w,a,m,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,bruised leg,tara,w,c,f,,,,,,,,,
8d,619,Portugal,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,paper cut,charlotte,w,a,f,,,,,,,,,
9d,429,Portugal,portuguese,22,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",4,4,bee sting,rachel,w,a,f,,,,,,,,,
9d,429,Portugal,portuguese,22,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",4,5,stomach ache,sydney,w,c,f,,,,,,,,,
9d,429,Portugal,portuguese,22,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",4,7,broken arm,david,w,a,m,,,,,,,,,
9d,429,Portugal,portuguese,22,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",4,3,skinned knees,kyle,w,c,m,,,,,,,,,
9d,429,Portugal,portuguese,22,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",4,6,splinter,marissa,b,a,f,,,,,,,,,
9d,429,Portugal,portuguese,22,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",4,3,soup,jessica,b,c,f,,,,,,,,,
9d,429,Portugal,portuguese,22,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",4,2,bruised leg,chris,b,a,m,,,,,,,,,
