subject_ID,p_duration,p_country,p_languages,p_age,p_gender,p_race,p_parent,p_inj_experienced,condition,rating,injury,character,race,age,gender,,,,,,,,,
33b,582,Poland,Polish,21,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",2,4,soup,sarah,b,a,f,,,,,,,,,
33b,582,Poland,Polish,21,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",2,3,stomach ache,wyatt,w,c,m,,,,,,,,,
33b,582,Poland,Polish,21,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",2,4,bee sting,robert,w,a,m,,,,,,,,,
33b,582,Poland,Polish,21,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",2,7,broken arm,tara,w,c,f,,,,,,,,,
33b,582,Poland,Polish,21,female,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",2,4,skinned knees,charlotte,w,a,f,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,6,skinned knees,rachel,w,a,f,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,bruised leg,sydney,w,c,f,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,6,bee sting,david,w,a,m,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,7,splinter,kyle,w,c,m,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,5,paper cut,marissa,b,a,f,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,7,broken arm,jessica,b,c,f,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,2,soup,chris,b,a,m,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,stomach ache,tyler,b,c,m,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,6,skinned knees,dominic,b,c,m,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,bruised leg,jacob,b,a,m,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,7,bee sting,kendall,b,c,f,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,7,splinter,sarah,b,a,f,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,5,paper cut,wyatt,w,c,m,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,7,broken arm,robert,w,a,m,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,soup,tara,w,c,f,,,,,,,,,
27c,490,South Africa ,"IsiXhosa, Zulu ",25,female,black_africanamerican,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,stomach ache,charlotte,w,a,f,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,skinned knees,rachel,w,a,f,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,bruised leg,sydney,w,c,f,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,bee sting,david,w,a,m,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,splinter,kyle,w,c,m,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,1,paper cut,marissa,b,a,f,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,6,broken arm,jessica,b,c,f,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,soup,chris,b,a,m,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,2,stomach ache,tyler,b,c,m,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,5,skinned knees,dominic,b,c,m,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,bruised leg,jacob,b,a,m,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,bee sting,kendall,b,c,f,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,1,splinter,sarah,b,a,f,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,2,paper cut,wyatt,w,c,m,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,6,broken arm,robert,w,a,m,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,soup,tara,w,c,f,,,,,,,,,
28c,639,Poland,No,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,2,stomach ache,charlotte,w,a,f,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,1,skinned knees,rachel,w,a,f,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,1,bruised leg,sydney,w,c,f,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,5,bee sting,david,w,a,m,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,5,splinter,kyle,w,c,m,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,paper cut,marissa,b,a,f,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,7,broken arm,jessica,b,c,f,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,soup,chris,b,a,m,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,0,stomach ache,tyler,b,c,m,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,2,skinned knees,dominic,b,c,m,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,0,bruised leg,jacob,b,a,m,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,5,bee sting,kendall,b,c,f,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,splinter,sarah,b,a,f,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,4,paper cut,wyatt,w,c,m,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,6,broken arm,robert,w,a,m,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,5,soup,tara,w,c,f,,,,,,,,,
29c,362,Portugal,no,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",3,3,stomach ache,charlotte,w,a,f,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,5,skinned knees,rachel,w,a,f,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,2,bruised leg,sydney,w,c,f,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,5,bee sting,david,w,a,m,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,5,splinter,kyle,w,c,m,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,5,paper cut,marissa,b,a,f,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,7,broken arm,jessica,b,c,f,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,2,soup,chris,b,a,m,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,3,stomach ache,tyler,b,c,m,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,5,skinned knees,dominic,b,c,m,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,1,bruised leg,jacob,b,a,m,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,4,bee sting,kendall,b,c,f,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,4,splinter,sarah,b,a,f,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,5,paper cut,wyatt,w,c,m,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,7,broken arm,robert,w,a,m,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,3,soup,tara,w,c,f,,,,,,,,,
30c,394,Italy,Italian,26,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,bruised leg,bee sting",3,3,stomach ache,charlotte,w,a,f,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,4,skinned knees,rachel,w,a,f,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,2,bruised leg,sydney,w,c,f,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,4,bee sting,david,w,a,m,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,2,splinter,kyle,w,c,m,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,1,paper cut,marissa,b,a,f,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,7,broken arm,jessica,b,c,f,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,1,soup,chris,b,a,m,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,0,stomach ache,tyler,b,c,m,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,4,skinned knees,dominic,b,c,m,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,2,bruised leg,jacob,b,a,m,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,4,bee sting,kendall,b,c,f,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,1,splinter,sarah,b,a,f,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,1,paper cut,wyatt,w,c,m,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,7,broken arm,robert,w,a,m,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,1,soup,tara,w,c,f,,,,,,,,,
31c,374,Hungary,"Hungrian, French",34,male,white,no,"stomach ache,skinned knees,burned tongue,splinter,bruised leg,bee sting",3,0,stomach ache,charlotte,w,a,f,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,skinned knees,rachel,w,a,f,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,3,bruised leg,sydney,w,c,f,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,3,bee sting,david,w,a,m,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,0,splinter,kyle,w,c,m,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,paper cut,marissa,b,a,f,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,6,broken arm,jessica,b,c,f,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,soup,chris,b,a,m,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,stomach ache,tyler,b,c,m,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,skinned knees,dominic,b,c,m,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,1,bruised leg,jacob,b,a,m,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,bee sting,kendall,b,c,f,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,1,splinter,sarah,b,a,f,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,5,paper cut,wyatt,w,c,m,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,broken arm,robert,w,a,m,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,3,soup,tara,w,c,f,,,,,,,,,
32c,429,Slovenia,Slovene,20,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,stomach ache,charlotte,w,a,f,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,4,skinned knees,rachel,w,a,f,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,1,bruised leg,sydney,w,c,f,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,0,bee sting,david,w,a,m,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,0,splinter,kyle,w,c,m,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,0,paper cut,marissa,b,a,f,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,7,broken arm,jessica,b,c,f,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,0,soup,chris,b,a,m,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,3,stomach ache,tyler,b,c,m,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,4,skinned knees,dominic,b,c,m,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,0,bruised leg,jacob,b,a,m,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,3,bee sting,kendall,b,c,f,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,2,splinter,sarah,b,a,f,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,1,paper cut,wyatt,w,c,m,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,3,broken arm,robert,w,a,m,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,2,soup,tara,w,c,f,,,,,,,,,
33c,830,South Africa,Setswana Northern Sotho,20,male,black_africanamerican,no,"stomach ache,skinned knees,burned tongue,bruised leg,bee sting",3,1,stomach ache,charlotte,w,a,f,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,5,skinned knees,rachel,w,a,f,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,3,bruised leg,sydney,w,c,f,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,5,bee sting,david,w,a,m,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,5,splinter,kyle,w,c,m,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,paper cut,marissa,b,a,f,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,6,broken arm,jessica,b,c,f,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,soup,chris,b,a,m,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,3,stomach ache,tyler,b,c,m,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,skinned knees,dominic,b,c,m,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,bruised leg,jacob,b,a,m,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,5,bee sting,kendall,b,c,f,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,splinter,sarah,b,a,f,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,paper cut,wyatt,w,c,m,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,6,broken arm,robert,w,a,m,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,3,soup,tara,w,c,f,,,,,,,,,
34c,719,Italy,"italian, russian",47,male,white,"yes, a biological parent","stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,3,stomach ache,charlotte,w,a,f,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,skinned knees,rachel,w,a,f,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,bruised leg,sydney,w,c,f,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,5,bee sting,david,w,a,m,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,3,splinter,kyle,w,c,m,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,5,paper cut,marissa,b,a,f,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,7,broken arm,jessica,b,c,f,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,soup,chris,b,a,m,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,3,stomach ache,tyler,b,c,m,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,skinned knees,dominic,b,c,m,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,bruised leg,jacob,b,a,m,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,5,bee sting,kendall,b,c,f,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,splinter,sarah,b,a,f,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,6,paper cut,wyatt,w,c,m,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,7,broken arm,robert,w,a,m,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,2,soup,tara,w,c,f,,,,,,,,,
35c,529,México,SPANISH,22,nonbinary,hispanic_latino,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg",3,4,stomach ache,charlotte,w,a,f,,,,,,,,,
28d,368,Canada, French,31,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,2,bee sting,rachel,w,a,f,,,,,,,,,
28d,368,Canada, French,31,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,1,stomach ache,sydney,w,c,f,,,,,,,,,
28d,368,Canada, French,31,male,white,no,"stomach ache,skinned knees,paper cut,burned tongue,splinter,bruised leg,bee sting",4,6,broken arm,david,w,a,m,,,,,,,,,
